1,-98.356125,42.407917,2.1,20.6,586.937
2,-98.356102,42.407921,1.8,17.7,586.981
3,-98.356071,42.407925,1.6,14.2,587.049
4,-98.356041,42.407925,1.8,15.2,587.126
5,-98.356003,42.407928,2.1,17.1,587.205
6,-98.355965,42.407936,2.3,21.7,587.297
7,-98.355911,42.40794,2.6,24.8,587.405
8,-98.355873,42.407944,1.9,21.4,587.51
9,-98.355835,42.407944,1.9,18.9,587.597
10,-98.355789,42.407944,1.9,16.5,587.694
11,-98.355736,42.407948,1.6,16.4,587.788
12,-98.355698,42.407951,1.4,16.1,587.878
13,-98.355652,42.407951,1.5,18.1,588
14,-98.355606,42.407951,1.4,17.2,588.121
15,-98.35556,42.407951,1.4,14.6,588.23
16,-98.355515,42.407951,1.6,16.9,588.345
17,-98.355461,42.407951,1.4,15.7,588.454
18,-98.355408,42.407951,1.5,16.9,588.542
19,-98.355362,42.407951,1.7,19.3,588.591
20,-98.355301,42.407951,1.6,16.8,588.576
21,-98.355247,42.407951,1.4,19.5,588.499
22,-98.355202,42.407951,1.5,16.6,588.339
23,-98.355148,42.407951,1.4,19.5,588.133
24,-98.355087,42.407951,1.2,14.8,587.922
25,-98.355026,42.407951,1.3,14.7,587.702
26,-98.354973,42.407951,1.2,14.8,587.498
27,-98.354919,42.407951,1.2,16.1,587.332
28,-98.354858,42.407951,1.4,12,587.201
29,-98.354797,42.407951,1.7,14.9,587.102
30,-98.354744,42.407951,1.8,13.3,587.038
31,-98.354691,42.407951,1.7,12.8,586.987
32,-98.35463,42.407951,1.8,12.5,586.934
33,-98.354568,42.407951,2.4,14.2,586.88
34,-98.354515,42.407951,3.1,19,586.83
35,-98.354469,42.407951,4.2,22.3,586.799
36,-98.354416,42.407955,4.6,20.5,586.823
37,-98.354355,42.407959,3.3,23,586.918
38,-98.354309,42.407959,3.3,24.9,587.047
39,-98.354256,42.407959,3.1,20.9,587.138
40,-98.354202,42.407959,2.8,11.1,587.178
41,-98.354141,42.407959,2.5,13.5,587.219
42,-98.35408,42.407959,2.3,12.6,587.271
43,-98.354027,42.407959,2.4,12.1,587.305
44,-98.353973,42.407959,2.5,10.5,587.297
45,-98.353905,42.407959,2.3,10.5,587.232
46,-98.353851,42.407959,2.7,16.9,587.116
47,-98.35379,42.407959,2.8,16.5,586.988
48,-98.353729,42.407959,2.8,17.2,586.871
49,-98.353668,42.407959,2.5,16.3,586.82
50,-98.353615,42.407959,2.8,17.5,586.794
51,-98.353546,42.407959,3.1,17.3,586.766
52,-98.353493,42.407959,2.6,15.7,586.741
53,-98.353439,42.407959,2.8,16.3,586.655
54,-98.353371,42.407959,2.4,16.5,586.54
55,-98.353302,42.407959,2.3,16.2,586.462
56,-98.353241,42.407959,2.2,16.3,586.4
57,-98.35318,42.407959,2.4,17,586.318
58,-98.353127,42.407959,2.1,14.9,586.202
59,-98.353058,42.407959,1.9,13.1,585.995
60,-98.352997,42.407959,2.1,13,585.702
